gene	logfc	fdr
comp10301_c0_seq1_m.4687	-0.253213394	0.929018619
comp103018_c0_seq1_m.12932	2.139499385	0.000116944
comp10302_c0_seq1_m.4688	-0.125226624	0.929018619
comp10302_c0_seq1_m.4689	-0.030547766	0.985322998
comp10302_c0_seq1_m.4691	-0.506391147	0.898230038
comp10303_c1_seq1_m.17287	-0.313453821	0.858789849
comp10303_c1_seq2_m.17288	-0.007839131	0.998117573
comp10304_c0_seq1_m.4692	0.504477253	0.34255051
comp10304_c0_seq1_m.4693	0.487231909	0.075834952
comp103047_c0_seq1_m.12933	-0.550281468	0.475537938
comp10305_c0_seq1_m.17395	-0.071513119	0.985322998
comp10305_c0_seq2_m.17396	-0.157210968	0.875614962
comp10306_c0_seq1_m.4694	-0.531880337	0.598967774
comp10307_c0_seq1_m.29103	-0.282433062	0.795295304
comp103070_c0_seq1_m.12935	-1.430650888	0.35892734
comp10308_c0_seq1_m.22478	-0.553142487	0.726012556
comp10308_c0_seq2_m.22480	-0.114842972	0.834712324
comp10308_c0_seq3_m.22482	-0.553140071	0.726012556
comp10308_c0_seq4_m.22484	-0.11484375	0.834712324
comp10309_c0_seq1_m.4695	-0.401882005	0.269899291
comp103096_c0_seq1_m.12937	-0.50330373	0.673019207
comp10310_c0_seq1_m.27076	5.310466798	2.50E-13
comp10311_c0_seq1_m.4696	0.054643342	0.973816412
comp10312_c0_seq1_m.4697	-0.005617814	0.99452105
comp10314_c0_seq1_m.4698	0.067488917	0.97682525
comp10315_c0_seq1_m.29494	-0.046090054	0.969370158
comp103150_c0_seq1_m.12938	-0.337978009	0.660686918
comp10316_c0_seq1_m.32839	-0.20712908	0.577000401
comp10316_c0_seq2_m.32841	-0.119706222	0.967469023
comp103162_c0_seq1_m.12940	0.007044895	0.994672096
comp10317_c0_seq1_m.27180	0.302740576	0.927638885
comp10317_c0_seq1_m.27181	0.35564421	0.916383153
comp10317_c0_seq2_m.27182	0.250913112	0.868374665
comp10318_c0_seq1_m.4699	-0.094015604	0.97536335
comp10319_c0_seq1_m.4700	-0.2964727	0.64374855
comp103190_c0_seq1_m.12942	-0.685166157	0.432991155
comp10321_c0_seq1_m.4702	2.494371329	1.83E-08
comp10322_c0_seq1_m.35409	0.175205119	0.97536335
comp10322_c0_seq1_m.35410	-0.098449357	0.965970858
comp10322_c0_seq1_m.35411	-0.068779706	0.980152905
comp10322_c0_seq2_m.35413	0.003512927	0.998257832
comp10322_c0_seq2_m.35414	0.175204837	0.97536335
comp10322_c0_seq2_m.35415	-0.06877924	0.980152905
comp10322_c0_seq3_m.35417	-0.053982236	0.979641573
comp10322_c0_seq3_m.35418	-0.098449337	0.965970858
comp10322_c0_seq3_m.35419	-0.068779297	0.980152905
comp10322_c0_seq4_m.35421	-0.21326909	0.975621815
comp10322_c0_seq4_m.35422	-0.068779163	0.980152905
comp103229_c0_seq1_m.12943	-0.552137441	0.272672115
comp10323_c0_seq1_m.23185	-0.163807838	0.831257882
comp10323_c0_seq1_m.23186	-0.161296359	0.928866274
comp10323_c0_seq2_m.23187	-0.695280259	0.710665035
comp103232_c0_seq1_m.12944	-0.187296762	0.923498368
comp103238_c0_seq1_m.12946	-0.074651374	0.981033221
comp10324_c0_seq1_m.4703	0.101237122	0.91851291
comp103249_c0_seq1_m.12947	2.104806456	0.000105727
comp10325_c0_seq1_m.16294	-0.35836662	0.371561418
comp10325_c0_seq2_m.16295	-0.147972244	0.755315518
comp10326_c0_seq1_m.4704	0.033023618	0.979832509
comp10327_c0_seq1_m.4705	-0.192706284	0.907496075
comp10328_c0_seq1_m.4706	-0.042019829	0.97536335
comp103297_c0_seq1_m.12950	-0.542628248	0.459263829
comp10330_c0_seq1_m.4708	-0.014830851	0.987024644
comp10331_c0_seq1_m.25469	-0.001150784	0.99927636
comp10332_c0_seq1_m.4709	0.401611904	0.467571815
comp10333_c0_seq1_m.4711	0.11828572	0.899969504
comp10334_c0_seq1_m.4713	-0.233226076	0.875111917
comp103346_c0_seq1_m.12951	-0.001279311	0.99927636
comp10335_c1_seq1_m.37741	-0.056077711	0.97402442
comp10335_c1_seq2_m.37743	-0.114776319	0.927180479
comp103355_c0_seq1_m.12952	-0.436525957	0.765719452
comp10336_c0_seq1_m.37748	-0.115334784	0.865885959
comp10337_c0_seq1_m.4714	-0.227805609	0.735543568
comp10338_c0_seq1_m.4715	-0.174143561	0.944593032
comp10338_c0_seq1_m.4716	-0.121954125	0.973308859
comp10339_c0_seq1_m.17978	-0.364962427	0.533146561
comp10340_c0_seq1_m.30003	0.026979041	0.988379935
comp10340_c0_seq2_m.30004	-0.018988122	0.989434369
comp103408_c0_seq1_m.12953	-0.322256725	0.795348639
comp10341_c0_seq1_m.4717	0.231543149	0.521801818
comp10342_c0_seq1_m.4718	-0.071089178	0.97682525
comp10343_c0_seq1_m.37786	0.02902609	0.984629355
comp10343_c0_seq1_m.37787	0.06381549	0.977728915
comp10343_c0_seq1_m.37788	-0.034558599	0.990042075
comp10343_c0_seq1_m.37789	0.099342669	0.942812361
comp10343_c0_seq2_m.37790	-0.061168423	0.946871087
comp10343_c0_seq2_m.37791	0.0290261	0.984629355
comp10343_c0_seq2_m.37792	0.063815493	0.977728915
comp103432_c0_seq1_m.12954	-0.279291168	0.677636025
comp103434_c0_seq1_m.12955	-0.270620229	0.779133389
comp10344_c0_seq1_m.26896	-0.00141624	0.99927636
comp10344_c0_seq2_m.26897	-0.134814469	0.981033221
comp10344_c0_seq2_m.26898	-0.151990401	0.949343108
comp10345_c0_seq1_m.33083	-0.191713245	0.815217108
comp10345_c0_seq3_m.33084	-0.194783353	0.973861606
comp10345_c0_seq3_m.33085	-0.191715369	0.815207685
comp10345_c0_seq7_m.33087	-0.495370839	0.479134914
comp10346_c0_seq1_m.4719	-0.702029545	0.192866176
comp103460_c0_seq1_m.12956	0.380958614	0.869391575
comp10347_c0_seq1_m.4720	-0.218792499	0.831481527
comp10348_c0_seq1_m.4721	-0.153933459	0.792770086
comp10349_c0_seq1_m.35096	-0.338051719	0.130565226
comp10351_c0_seq1_m.29311	-0.168115024	0.724148787
comp10351_c0_seq2_m.29312	-0.168114806	0.724148787
comp103521_c0_seq1_m.12957	0.622611113	0.692170753
comp10354_c0_seq1_m.34403	-0.041613957	0.987532566
comp10355_c0_seq2_m.17884	-0.208571552	0.774394903
comp103550_c0_seq1_m.12958	-0.562414162	0.710665035
comp103555_c0_seq1_m.12959	-0.216171074	0.898779769
comp10356_c0_seq1_m.32387	0.11718266	0.879750418
comp10356_c0_seq1_m.32388	0.135899498	0.858474732
comp10356_c0_seq3_m.32390	0.135899898	0.858474732
comp103562_c0_seq1_m.12960	0.652721514	0.623393608
comp10357_c0_seq1_m.4722	0.21013578	0.731233671
comp10358_c0_seq1_m.33283	-0.16930665	0.779974886
comp10358_c0_seq1_m.33284	-0.882932641	0.360284901
comp10358_c0_seq1_m.33285	-0.408785145	0.640250386
comp10358_c0_seq2_m.33287	-0.358182556	0.821833308
comp10358_c0_seq2_m.33288	-0.169309233	0.779974886
comp10359_c0_seq1_m.4723	0.326979107	0.679882186
comp10361_c0_seq1_m.4724	0.016349795	0.987377219
comp10362_c0_seq1_m.4726	-0.111534376	0.973308859
comp10362_c0_seq1_m.4727	-0.165111078	0.89452482
comp10362_c0_seq1_m.4728	-0.131670809	0.872465587
comp103620_c0_seq1_m.12961	-0.485643822	0.685853841
comp10364_c0_seq1_m.4729	0.030239423	0.988379935
comp10365_c0_seq1_m.17105	-0.085612904	0.971291966
comp10365_c0_seq2_m.17107	-0.085612868	0.971291966
comp10366_c0_seq1_m.4730	-0.544365151	0.694088095
comp10367_c0_seq1_m.4731	-0.253531855	0.712046474
comp10368_c0_seq1_m.35365	0.308527719	0.909239362
comp10368_c0_seq2_m.35367	0.308527818	0.909239362
comp10368_c0_seq2_m.35368	-0.093152536	0.916994147
comp10368_c0_seq4_m.35370	-0.373786399	0.869391575
comp103681_c0_seq1_m.12964	2.699248194	1.01E-07
comp10370_c0_seq1_m.4732	-0.558605866	0.049995266
comp10371_c0_seq1_m.4733	0.301666102	0.577815043
comp10372_c0_seq1_m.22298	0.036880712	0.977123537
comp10373_c0_seq1_m.22539	-0.173585445	0.89532038
comp10373_c0_seq1_m.22540	0.371673341	0.653849526
comp10374_c0_seq1_m.4734	-0.071027597	0.974129424
comp103747_c0_seq1_m.12965	1.038107883	0.010811962
comp10375_c0_seq1_m.28738	-0.521375762	0.356614525
comp103758_c0_seq1_m.12966	-0.083504031	0.967890892
comp10376_c0_seq1_m.16237	-0.480550795	0.223580187
comp10376_c0_seq2_m.16238	-0.480550622	0.223580187
comp10376_c0_seq2_m.16239	-0.062271957	0.981033221
comp103763_c0_seq1_m.12968	-0.318836126	0.65278158
comp103765_c0_seq1_m.12969	-0.339797256	0.769328335
comp10377_c0_seq1_m.4735	-0.034811077	0.97638793
comp10378_c0_seq1_m.4736	0.092819666	0.964745175
comp103782_c0_seq1_m.12971	-0.031767205	0.990249758
comp10381_c0_seq1_m.4738	0.255136224	0.724148787
comp10382_c0_seq1_m.4739	0.127202828	0.938387368
comp10382_c0_seq1_m.4740	-0.086847895	0.981814057
comp10383_c0_seq1_m.4741	-0.103822319	0.896931654
comp10384_c0_seq1_m.4742	-0.108302193	0.939879736
comp10385_c0_seq1_m.4743	-0.326389589	0.213241157
comp103853_c0_seq1_m.12974	-0.308908179	0.844511459
comp10388_c0_seq1_m.4744	-0.2138671	0.557236809
comp10390_c0_seq1_m.4745	0.06034767	0.977178107
comp10391_c0_seq1_m.22487	-0.319220562	0.727938834
comp10392_c0_seq1_m.4746	0.330168106	0.363427578
comp10392_c0_seq1_m.4747	0.679289001	0.141134996
comp103922_c0_seq1_m.12976	0.51529922	0.480475276
comp10393_c0_seq1_m.4748	0.116396566	0.840739228
comp103939_c0_seq1_m.12977	-0.636085969	0.424222001
comp10394_c0_seq1_m.32957	-0.331731142	0.280380692
comp10395_c0_seq1_m.4749	0.002696518	0.99753231
comp10396_c0_seq1_m.27157	0.030300547	0.97536335
comp103962_c0_seq1_m.17270	-0.473771482	0.794691319
comp10397_c0_seq4_m.15817	0.488777975	0.47190507
comp103976_c0_seq1_m.12978	-0.256157695	0.693662186
comp10398_c0_seq1_m.4750	-0.065560651	0.977089987
comp10399_c0_seq1_m.4751	-0.045590765	0.981033221
comp104004_c0_seq1_m.12980	1.807721987	0.001536565
comp10401_c0_seq1_m.17689	0.102992301	0.87678108
comp10401_c0_seq1_m.17690	0.627329892	0.871521444
comp10401_c0_seq2_m.17693	0.102991811	0.87678108
comp10401_c0_seq2_m.17694	0.017711951	0.993716066
comp10402_c0_seq1_m.19107	0.949557982	0.55645011
comp10402_c0_seq2_m.19112	0.296374608	0.390402856
comp10402_c0_seq3_m.19116	0.08482578	0.986042042
comp10402_c0_seq4_m.19120	0.252304366	0.87696653
comp104025_c0_seq1_m.12981	-0.197285785	0.871477843
comp10403_c0_seq1_m.37517	-0.177753499	0.871521444
comp10403_c0_seq2_m.37522	-0.359993144	0.772987443
comp10404_c0_seq1_m.25992	-0.07349043	0.929018619
comp10404_c0_seq2_m.25993	-0.073490674	0.929018619
comp10404_c0_seq3_m.25994	-0.073490658	0.929018619
comp10405_c0_seq1_m.17227	0.003490759	0.99927636
comp10405_c0_seq1_m.17228	-0.771661458	0.011698128
comp10405_c0_seq2_m.17229	-0.540708092	0.499756561
comp10406_c0_seq1_m.37029	-0.042449887	0.97536335
comp10406_c2_seq1_m.37028	-0.179808291	0.888896707
comp10407_c0_seq1_m.4753	5.048672632	1.16E-19
comp10408_c0_seq1_m.23323	-0.470882331	0.699292858
comp10408_c0_seq2_m.23324	-0.304793641	0.781409709
comp10411_c0_seq1_m.4754	-0.036647517	0.981519531
comp10412_c0_seq1_m.15994	0.077568911	0.966646093
comp10412_c0_seq2_m.15995	0.077569884	0.966646093
comp10412_c0_seq2_m.15996	-0.111891136	0.851772635
comp104124_c0_seq1_m.12985	-0.563674891	0.524139718
comp10413_c0_seq1_m.4755	-0.093403263	0.960503698
comp104133_c0_seq1_m.12986	-0.322026569	0.521194746
comp10414_c0_seq1_m.4756	-0.01821705	0.988595463
comp104158_c0_seq1_m.12988	-0.320921232	0.808820292
comp10417_c0_seq1_m.21028	-0.07879691	0.967469023
comp10417_c0_seq1_m.21029	-0.252118284	0.879191847
comp10417_c0_seq2_m.21032	0.038757623	0.983433558
comp10417_c0_seq3_m.21031	-0.252117637	0.879191847
comp104176_c0_seq1_m.12989	-0.358626199	0.842675603
comp10418_c0_seq1_m.4757	-0.004382104	0.994312355
comp10419_c0_seq1_m.4758	0.150091622	0.707077642
comp10419_c0_seq1_m.4759	-0.004384437	0.998722079
comp10420_c0_seq1_m.23157	-0.036235588	0.980512164
comp10422_c0_seq1_m.4761	-0.232627731	0.727723018
comp10423_c0_seq1_m.4762	-0.266891053	0.227486499
comp104232_c0_seq1_m.12990	-0.43906955	0.613037943
comp10424_c0_seq1_m.4763	-0.125253056	0.829256944
comp10425_c0_seq1_m.38113	0.155921685	0.816579845
comp10425_c0_seq2_m.38114	-0.283542291	0.186056906
comp10426_c0_seq1_m.25263	-0.259708631	0.686097193
comp10426_c0_seq1_m.25264	0.132049366	0.939879736
comp10426_c0_seq2_m.25265	-0.25970863	0.686097193
comp10426_c0_seq3_m.25266	-0.259708631	0.686097193
comp10426_c0_seq4_m.25267	0.456699823	0.108858965
comp10427_c0_seq1_m.29268	0.262579012	0.52741589
comp10427_c0_seq1_m.29269	-0.033901196	0.984188863
comp10428_c0_seq2_m.23893	5.140790588	8.09E-18
comp10429_c0_seq1_m.4764	-0.436388591	0.365873062
comp10429_c0_seq1_m.4765	-0.266908606	0.609531876
comp10430_c0_seq1_m.4766	0.507469804	0.448995618
comp10431_c0_seq1_m.4768	0.138927766	0.769956742
comp10432_c0_seq1_m.4769	-0.007452964	0.993716066
comp10433_c0_seq1_m.4770	-0.480804493	0.364164599
comp10434_c0_seq1_m.4771	-0.244826255	0.804498972
comp104341_c0_seq1_m.12997	-0.833938013	0.007426056
comp104346_c0_seq1_m.12998	-0.188561708	0.893626509
comp10435_c0_seq1_m.4772	-0.099590202	0.893626509
comp10436_c0_seq1_m.37239	-0.095747746	0.885111598
comp10436_c0_seq1_m.37241	-0.378563438	0.854949465
comp10436_c1_seq1_m.37242	-0.244325529	0.591436542
comp10436_c1_seq2_m.37243	-0.244326131	0.591436542
comp10437_c0_seq1_m.4773	-0.379422731	0.733644372
comp10438_c0_seq1_m.4775	0.003308444	0.998722079
comp10438_c0_seq1_m.4776	0.63430285	0.456680831
comp10439_c0_seq1_m.4777	0.19228211	0.949343108
comp10440_c0_seq1_m.18069	-0.044540249	0.968416447
comp10440_c0_seq2_m.18070	-0.400540466	0.856193228
comp10440_c0_seq3_m.18071	0.27219206	0.432991155
comp104408_c0_seq1_m.12999	0.623584348	0.654431119
comp10442_c0_seq1_m.4778	0.1760114	0.908649352
comp104423_c0_seq1_m.13000	0.09427007	0.977728915
comp10443_c0_seq1_m.16684	-0.214981697	0.228229036
comp10443_c0_seq1_m.16685	-0.258234894	0.613037943
comp10443_c1_seq1_m.16683	-0.245265516	0.724148787
comp10444_c0_seq1_m.4779	-0.015399252	0.989260733
comp10444_c0_seq1_m.4780	-0.150947388	0.855320265
comp10445_c0_seq1_m.4781	-0.038851002	0.97536335
comp10446_c0_seq1_m.4782	0.056289364	0.965504669
comp10447_c0_seq2_m.16550	-0.293315757	0.766813282
comp104474_c0_seq1_m.13001	-0.429943335	0.72481593
comp10448_c0_seq1_m.4783	0.014425815	0.991619675
comp10449_c0_seq1_m.4784	0.14686804	0.861400313
comp10450_c0_seq1_m.27889	-0.124489865	0.87694248
comp10450_c0_seq1_m.27891	-0.100790883	0.981033221
comp10450_c0_seq2_m.27892	0.244890986	0.949343108
comp10451_c0_seq1_m.4785	0.050258244	0.977470666
comp10452_c0_seq1_m.4786	0.93352209	0.009486133
comp10453_c0_seq1_m.30388	-0.221239191	0.795073498
comp10454_c0_seq1_m.22597	0.036333364	0.987431456
comp10455_c0_seq1_m.4787	0.203816794	0.731696907
comp10455_c0_seq1_m.4788	0.256043754	0.6302801
comp10456_c0_seq1_m.16718	-0.040667897	0.987716417
comp10456_c0_seq2_m.16720	-0.372426358	0.830790806
comp104563_c0_seq1_m.13002	0.104562516	0.973861606
comp10457_c0_seq1_m.4789	0.224221715	0.766944008
comp10458_c0_seq1_m.24569	-0.047303217	0.977728915
comp10458_c1_seq1_m.24570	0.053693502	0.984587915
comp104588_c0_seq1_m.13003	-0.71058031	0.200755156
comp10459_c0_seq1_m.22563	-0.041375098	0.979804919
comp10460_c0_seq1_m.4790	1.637638927	6.61E-06
comp10461_c0_seq1_m.4791	-0.013443863	0.992868733
comp104610_c0_seq1_m.13004	-0.224755252	0.83274193
comp10462_c0_seq1_m.4792	-0.088084727	0.954198095
comp10463_c0_seq1_m.17109	0.056635054	0.927009514
comp10463_c0_seq2_m.17110	0.056635048	0.927009514
comp104630_c0_seq1_m.13005	-0.381962569	0.424021795
comp10464_c0_seq1_m.4794	0.234773388	0.646593475
comp104648_c0_seq1_m.13006	-0.195487857	0.804498972
comp10465_c0_seq1_m.4795	0.205890082	0.634306578
comp104654_c0_seq1_m.13007	-0.207234364	0.893626509
comp10466_c0_seq1_m.32378	-0.406334367	0.2046915
comp10466_c1_seq1_m.32380	-0.30507212	0.863308417
comp10466_c1_seq2_m.32381	-0.238485395	0.863507936
comp10466_c1_seq3_m.32382	-0.527526091	0.42846057
comp10467_c0_seq1_m.4796	-0.162278458	0.947661445
comp10468_c0_seq1_m.4797	0.016430068	0.993716066
comp104688_c0_seq1_m.13009	0.286775834	0.932807867
comp10470_c0_seq1_m.4798	-0.14978205	0.909239362
comp10470_c0_seq1_m.4799	-0.157456829	0.962212564
comp10471_c0_seq1_m.34418	0.136953084	0.863654749
comp10473_c0_seq1_m.4800	6.710132781	4.44E-32
comp10474_c0_seq1_m.4801	0.005337595	0.994657734
comp10475_c0_seq1_m.4802	-0.250524603	0.468441951
comp10476_c0_seq1_m.4803	0.243601199	0.751153088
comp10476_c0_seq1_m.4804	0.595690196	0.188248656
comp10477_c0_seq1_m.4805	0.099592818	0.931981986
comp10477_c0_seq1_m.4806	0.203979302	0.939879736
comp10478_c0_seq1_m.23433	-0.227754718	0.6302801
comp10478_c0_seq1_m.23434	-0.226970907	0.872633351
comp10478_c0_seq2_m.23435	-0.227754935	0.6302801
comp10478_c0_seq2_m.23436	-0.226972168	0.872633351
comp10478_c0_seq3_m.23437	-0.227755608	0.6302801
comp10478_c0_seq4_m.23438	-0.227755593	0.6302801
comp10478_c0_seq5_m.23439	-0.412537717	0.765716248
comp10478_c0_seq6_m.23440	-0.500443758	0.836607408
comp104785_c0_seq1_m.13010	-0.069836777	0.984629355
comp10479_c0_seq1_m.4807	-0.064188736	0.931877475
comp1048_c0_seq1_m.283	-0.061290054	0.977939848
comp10480_c0_seq1_m.4808	-0.024905683	0.986938884
comp104804_c0_seq1_m.13011	0.552710699	0.664792338
comp10481_c0_seq1_m.20568	0.012113019	0.993716066
comp10481_c0_seq2_m.20569	0.224570943	0.942812361
comp10481_c0_seq2_m.20570	0.26124142	0.619477773
comp10482_c0_seq1_m.4810	0.17844229	0.879191847
comp10483_c0_seq1_m.4811	2.136365183	8.89E-06
comp10483_c0_seq1_m.4812	2.233263032	0.035756283
comp10484_c0_seq1_m.36904	0.168165706	0.857020369
comp10484_c0_seq2_m.36905	0.168168458	0.857020369
comp10485_c0_seq1_m.4813	-0.44624798	0.542862171
comp10486_c0_seq1_m.4814	-0.18816457	0.817540346
comp10487_c0_seq2_m.32470	0.493041145	0.18432738
comp10488_c0_seq1_m.4815	0.452406959	0.57364805
comp10488_c0_seq1_m.4816	0.464722599	0.018874426
comp10489_c1_seq1_m.34408	-0.204475094	0.903855554
comp10489_c1_seq1_m.34409	-0.204474692	0.903855554
comp10489_c2_seq1_m.34410	-0.184518059	0.705083847
comp104895_c0_seq1_m.13012	-0.949724103	0.449022055
comp10490_c0_seq1_m.4817	-0.404544969	0.235605086
comp10490_c0_seq1_m.4818	-0.20816561	0.560969007
comp10490_c0_seq1_m.4819	-0.245726032	0.536540473
comp10491_c0_seq1_m.4822	-0.346538405	0.591364633
comp10492_c0_seq1_m.4823	-0.050901828	0.979765305
comp104920_c0_seq1_m.13014	-0.052593117	0.978297168
comp10493_c0_seq1_m.15376	0.631002757	0.203313303
comp10493_c0_seq1_m.15377	0.02903514	0.993716066
comp10493_c0_seq1_m.15378	0.577138601	0.011946342
comp10493_c0_seq2_m.15380	-0.278401626	0.873577791
comp10493_c0_seq2_m.15381	-0.216585628	0.857020369
comp104937_c0_seq1_m.13015	-0.507378583	0.387598056
comp104937_c0_seq1_m.13016	-0.047690134	0.983297333
comp10494_c0_seq1_m.29026	-0.237122689	0.623077351
comp10494_c1_seq1_m.29028	0.06030252	0.933141347
comp10494_c1_seq1_m.29029	0.056387517	0.977728915
comp10494_c1_seq2_m.29030	0.034175006	0.987716417
comp10495_c0_seq1_m.30244	-0.253846279	0.971377037
comp10495_c0_seq3_m.30245	-0.353860418	0.155145413
comp10495_c0_seq5_m.30247	0.01757846	0.99753231
comp10495_c0_seq7_m.30248	-0.420233495	0.855212955
comp10496_c0_seq1_m.4824	0.124921991	0.791841218
comp10497_c0_seq1_m.18978	-0.355311542	0.510078205
comp10498_c0_seq1_m.4825	0.100765075	0.874443877
comp105_c0_seq1_m.26761	0.171185978	0.863949098
comp105_c1_seq1_m.26762	0.212888556	0.935123501
comp10500_c0_seq1_m.4826	-0.135224617	0.774801609
comp105009_c0_seq1_m.13019	-0.25909828	0.889658637
comp10501_c0_seq1_m.4827	0.333091991	0.358303703
comp10502_c0_seq1_m.4828	0.061932247	0.984629355
comp10503_c0_seq1_m.26420	0.084903321	0.976215852
comp10503_c0_seq1_m.26421	0.166760171	0.969599105
comp10503_c0_seq2_m.26422	0.190259012	0.886636548
comp10503_c0_seq2_m.26423	0.16676015	0.969599105
comp105049_c0_seq1_m.13020	0.029902642	0.990928873
comp10505_c0_seq1_m.20471	-0.102008464	0.914025569
comp10506_c0_seq1_m.4829	-0.490705225	0.655276478
comp10507_c0_seq1_m.4830	-0.293499139	0.64710854
comp10508_c0_seq1_m.18745	0.179275387	0.955928323
comp10508_c0_seq2_m.18746	0.39455525	0.918901144
comp105081_c0_seq1_m.13022	1.224353049	0.001034001
comp10509_c1_seq1_m.31045	-0.23646741	0.881452003
comp10510_c0_seq1_m.4831	0.339195819	0.565969823
comp10512_c0_seq1_m.4832	-0.098237151	0.949343108
comp10513_c0_seq1_m.18839	0.058687377	0.97536335
comp10513_c1_seq1_m.18840	-0.06981581	0.98084376
comp105133_c0_seq1_m.13025	0.907527449	0.055511173
comp10514_c0_seq1_m.30856	-0.267155482	0.2724154
comp10514_c0_seq1_m.30857	-0.191808957	0.871477843
comp10514_c0_seq2_m.30858	-0.552478822	0.885266246
comp10515_c0_seq1_m.4833	-0.02963928	0.988739096
comp10516_c0_seq2_m.34578	-0.247755837	0.386751661
comp10517_c0_seq1_m.4834	-0.934053117	0.199565224
comp10518_c0_seq1_m.4835	0.11903623	0.696934524
comp10518_c0_seq1_m.4836	0.217048836	0.820068155
comp105182_c0_seq1_m.13026	0.629137748	0.354491205
comp10519_c0_seq1_m.17961	-0.273537758	0.824008497
comp10519_c1_seq1_m.17962	-0.139277085	0.878033228
comp10520_c0_seq1_m.4839	0.093155177	0.902426826
comp10520_c0_seq1_m.4840	-0.049441027	0.98084376
comp105208_c0_seq1_m.13029	-0.168551405	0.907321027
comp10521_c0_seq1_m.35363	-0.294495851	0.77226467
comp10521_c1_seq1_m.35364	-0.232817072	0.831481527
comp10522_c0_seq1_m.4841	0.091771742	0.965253713
comp10523_c0_seq1_m.4842	0.243077468	0.592368024
comp10524_c0_seq1_m.4843	-0.477263156	0.568835962
comp10525_c0_seq1_m.34481	-0.849489215	0.666909935
comp10525_c0_seq1_m.34483	0.039934614	0.985322998
comp10525_c0_seq3_m.34484	-0.054937049	0.953719812
comp10526_c0_seq1_m.4844	0.137602704	0.90653121
comp10527_c0_seq1_m.15294	-0.416124681	0.622518757
comp10528_c0_seq1_m.4845	0.030674031	0.980152905
comp10529_c0_seq2_m.22418	0.441239022	0.946871087
comp10529_c0_seq4_m.22419	0.441239022	0.946871087
comp10529_c0_seq6_m.22420	0.073666982	0.929018619
comp105291_c0_seq1_m.13031	1.149408837	0.009789986
comp10530_c1_seq1_m.26696	2.836408552	3.93E-14
comp10531_c0_seq1_m.4846	-0.226431284	0.82656864
comp10532_c0_seq1_m.4847	-0.15065463	0.888241545
comp10533_c0_seq1_m.4848	0.119551216	0.900700305
comp10534_c0_seq1_m.4849	-0.217936205	0.623077351
comp10534_c0_seq1_m.4850	-0.371825542	0.730518346
comp105346_c0_seq1_m.13032	-0.178988119	0.960879813
comp10536_c0_seq1_m.17359	-0.058880363	0.976215852
comp10536_c0_seq2_m.17360	-0.159354522	0.809058922
comp10536_c1_seq1_m.17361	-0.093382219	0.977728915
comp10537_c0_seq1_m.16067	-0.130537468	0.895066355
comp10539_c0_seq1_m.4851	0.190521481	0.869391575
comp1054_c0_seq1_m.21092	0.390351082	0.827211741
comp10540_c0_seq1_m.23471	0.128602938	0.944046354
