an_ric	gene
Mannua_Ricinus.2618.nuc comp14245_c1_seq2_m.32292
Mannua_Ricinus.2619.nuc comp14246_c0_seq1_m.7472
Mannua_Ricinus.262.nuc comp10514_c0_seq1_m.30856
Mannua_Ricinus.2620.nuc comp14247_c0_seq1_m.33271
Mannua_Ricinus.2621.nuc comp14249_c0_seq1_m.7474
Mannua_Ricinus.2622.nuc comp14250_c0_seq1_m.7475
Mannua_Ricinus.2623.nuc comp14251_c0_seq1_m.7476
Mannua_Ricinus.2624.nuc comp14252_c0_seq1_m.27217
Mannua_Ricinus.2625.nuc comp14257_c0_seq1_m.7478
Mannua_Ricinus.2626.nuc comp14259_c0_seq1_m.7479
Mannua_Ricinus.2627.nuc comp14260_c0_seq1_m.7481
Mannua_Ricinus.2628.nuc comp14261_c0_seq1_m.7482
Mannua_Ricinus.2629.nuc comp14262_c0_seq1_m.7483
Mannua_Ricinus.263.nuc comp10515_c0_seq1_m.4833
Mannua_Ricinus.2630.nuc comp14265_c0_seq2_m.24870
Mannua_Ricinus.2631.nuc comp14269_c1_seq2_m.31481
Mannua_Ricinus.2632.nuc comp14270_c0_seq1_m.16982
Mannua_Ricinus.2633.nuc comp14271_c0_seq1_m.7487
Mannua_Ricinus.2634.nuc comp14272_c0_seq1_m.18811
Mannua_Ricinus.2635.nuc comp14273_c0_seq1_m.7489
Mannua_Ricinus.2636.nuc comp14274_c0_seq1_m.18875
Mannua_Ricinus.2637.nuc comp14275_c0_seq1_m.7490
Mannua_Ricinus.2638.nuc comp14276_c0_seq1_m.7493
Mannua_Ricinus.2639.nuc comp142778_c0_seq1_m.13933
Mannua_Ricinus.264.nuc comp10516_c0_seq2_m.34578
Mannua_Ricinus.2640.nuc comp14277_c0_seq1_m.7494
Mannua_Ricinus.2641.nuc comp14282_c0_seq1_m.30975
Mannua_Ricinus.2642.nuc comp14283_c0_seq1_m.7502
Mannua_Ricinus.2643.nuc comp14284_c0_seq1_m.7503
Mannua_Ricinus.2644.nuc comp14285_c0_seq1_m.7504
Mannua_Ricinus.2645.nuc comp14287_c0_seq1_m.7506
Mannua_Ricinus.2646.nuc comp14289_c0_seq1_m.15267
Mannua_Ricinus.2647.nuc comp14290_c0_seq1_m.7510
Mannua_Ricinus.2648.nuc comp14291_c0_seq1_m.7511
Mannua_Ricinus.2649.nuc comp14292_c0_seq1_m.7512
Mannua_Ricinus.265.nuc comp10517_c0_seq1_m.4834
Mannua_Ricinus.2650.nuc comp14294_c0_seq1_m.15339
Mannua_Ricinus.2651.nuc comp14297_c0_seq2_m.17833
Mannua_Ricinus.2652.nuc comp14299_c0_seq1_m.7516
Mannua_Ricinus.2653.nuc comp14301_c0_seq1_m.7518
Mannua_Ricinus.2654.nuc comp14302_c0_seq1_m.7519
Mannua_Ricinus.2655.nuc comp14303_c0_seq1_m.38888
Mannua_Ricinus.2656.nuc comp14306_c0_seq1_m.15565
Mannua_Ricinus.2657.nuc comp14307_c0_seq1_m.30169
Mannua_Ricinus.2658.nuc comp14308_c0_seq1_m.7520
Mannua_Ricinus.2659.nuc comp1430_c0_seq1_m.375
Mannua_Ricinus.266.nuc comp10518_c0_seq1_m.4835
Mannua_Ricinus.2660.nuc comp14310_c0_seq1_m.27790
Mannua_Ricinus.2661.nuc comp14311_c0_seq1_m.7523
Mannua_Ricinus.2662.nuc comp14314_c0_seq1_m.31202
Mannua_Ricinus.2663.nuc comp14315_c0_seq1_m.7525
Mannua_Ricinus.2664.nuc comp14316_c0_seq1_m.7526
Mannua_Ricinus.2665.nuc comp14319_c0_seq1_m.7528
Mannua_Ricinus.2666.nuc comp14321_c0_seq1_m.7531
Mannua_Ricinus.2667.nuc comp143232_c0_seq1_m.13942
Mannua_Ricinus.2668.nuc comp14323_c0_seq1_m.7533
Mannua_Ricinus.2669.nuc comp14325_c0_seq1_m.7534
Mannua_Ricinus.267.nuc comp10518_c0_seq1_m.4836
Mannua_Ricinus.2670.nuc comp14326_c0_seq1_m.36794
Mannua_Ricinus.2671.nuc comp14328_c0_seq1_m.29586
Mannua_Ricinus.2672.nuc comp14329_c0_seq2_m.37476
Mannua_Ricinus.2673.nuc comp14330_c0_seq1_m.7535
Mannua_Ricinus.2674.nuc comp14331_c0_seq1_m.7537
Mannua_Ricinus.2675.nuc comp14332_c0_seq1_m.7538
Mannua_Ricinus.2676.nuc comp14334_c0_seq1_m.28254
Mannua_Ricinus.2677.nuc comp14335_c0_seq1_m.7542
Mannua_Ricinus.2678.nuc comp14338_c0_seq1_m.33521
Mannua_Ricinus.2679.nuc comp14339_c0_seq1_m.7544
Mannua_Ricinus.268.nuc comp10522_c0_seq1_m.4841
Mannua_Ricinus.2680.nuc comp14341_c0_seq4_m.16247
Mannua_Ricinus.2681.nuc comp14342_c0_seq3_m.29538
Mannua_Ricinus.2682.nuc comp14343_c0_seq1_m.24837
Mannua_Ricinus.2683.nuc comp14345_c0_seq1_m.7545
Mannua_Ricinus.2684.nuc comp14346_c0_seq1_m.25168
Mannua_Ricinus.2685.nuc comp14347_c0_seq1_m.7546
Mannua_Ricinus.2686.nuc comp14350_c0_seq1_m.37049
Mannua_Ricinus.2687.nuc comp14350_c0_seq1_m.37050
Mannua_Ricinus.2688.nuc comp14351_c0_seq1_m.36664
Mannua_Ricinus.2689.nuc comp14353_c0_seq1_m.7550
Mannua_Ricinus.269.nuc comp10524_c0_seq1_m.4843
Mannua_Ricinus.2690.nuc comp14355_c0_seq1_m.7554
Mannua_Ricinus.2691.nuc comp14356_c0_seq1_m.7555
Mannua_Ricinus.2692.nuc comp14357_c0_seq1_m.7557
Mannua_Ricinus.2693.nuc comp14359_c0_seq1_m.22434
Mannua_Ricinus.2694.nuc comp14360_c0_seq1_m.37163
Mannua_Ricinus.2695.nuc comp14361_c0_seq1_m.7558
Mannua_Ricinus.2696.nuc comp14362_c0_seq1_m.28648
Mannua_Ricinus.2697.nuc comp14363_c0_seq4_m.30716
Mannua_Ricinus.2698.nuc comp14364_c0_seq1_m.19239
Mannua_Ricinus.2699.nuc comp14365_c0_seq2_m.21317
Mannua_Ricinus.27.nuc comp10049_c0_seq1_m.4527
Mannua_Ricinus.270.nuc comp10525_c0_seq3_m.34484
Mannua_Ricinus.2700.nuc comp14366_c0_seq1_m.20907
Mannua_Ricinus.2701.nuc comp14368_c0_seq1_m.32232
Mannua_Ricinus.2702.nuc comp14370_c0_seq1_m.7559
Mannua_Ricinus.2703.nuc comp14371_c0_seq3_m.21974
Mannua_Ricinus.2704.nuc comp14372_c0_seq1_m.7560
Mannua_Ricinus.2705.nuc comp14375_c0_seq1_m.7564
Mannua_Ricinus.2706.nuc comp14377_c0_seq1_m.7565
Mannua_Ricinus.2707.nuc comp14380_c0_seq1_m.7569
Mannua_Ricinus.2708.nuc comp14381_c0_seq1_m.7570
Mannua_Ricinus.2709.nuc comp14382_c0_seq1_m.7573
Mannua_Ricinus.271.nuc comp10527_c0_seq1_m.15294
Mannua_Ricinus.2710.nuc comp14384_c0_seq1_m.7574
Mannua_Ricinus.2711.nuc comp14389_c0_seq1_m.26773
Mannua_Ricinus.2712.nuc comp14390_c0_seq1_m.7575
Mannua_Ricinus.2713.nuc comp14391_c1_seq1_m.28727
Mannua_Ricinus.2714.nuc comp14392_c0_seq3_m.24827
Mannua_Ricinus.2715.nuc comp14393_c0_seq1_m.37229
Mannua_Ricinus.2716.nuc comp14395_c0_seq1_m.15559
Mannua_Ricinus.2717.nuc comp14398_c0_seq1_m.7580
Mannua_Ricinus.2718.nuc comp14401_c0_seq1_m.7583
Mannua_Ricinus.2719.nuc comp14402_c0_seq1_m.7584
Mannua_Ricinus.272.nuc comp10528_c0_seq1_m.4845
Mannua_Ricinus.2720.nuc comp14403_c0_seq1_m.25046
Mannua_Ricinus.2721.nuc comp14405_c0_seq1_m.7585
Mannua_Ricinus.2722.nuc comp14406_c0_seq1_m.19229
Mannua_Ricinus.2723.nuc comp14407_c0_seq1_m.26270
Mannua_Ricinus.2724.nuc comp14408_c0_seq1_m.20972
Mannua_Ricinus.2725.nuc comp14409_c0_seq1_m.7586
Mannua_Ricinus.2726.nuc comp14414_c0_seq1_m.30460
Mannua_Ricinus.2727.nuc comp14415_c0_seq2_m.22199
Mannua_Ricinus.2728.nuc comp14416_c0_seq1_m.7587
Mannua_Ricinus.2729.nuc comp14417_c0_seq2_m.19771
Mannua_Ricinus.273.nuc comp105291_c0_seq1_m.13031
Mannua_Ricinus.2730.nuc comp14419_c0_seq1_m.7589
Mannua_Ricinus.2731.nuc comp14420_c0_seq1_m.7591
Mannua_Ricinus.2732.nuc comp14421_c0_seq1_m.7592
Mannua_Ricinus.2733.nuc comp14422_c0_seq1_m.16547
Mannua_Ricinus.2734.nuc comp14423_c0_seq1_m.16994
Mannua_Ricinus.2735.nuc comp14425_c0_seq1_m.7593
Mannua_Ricinus.2736.nuc comp14426_c0_seq1_m.7594
Mannua_Ricinus.2737.nuc comp14427_c0_seq1_m.7595
Mannua_Ricinus.2738.nuc comp14430_c0_seq2_m.35995
Mannua_Ricinus.2739.nuc comp14433_c0_seq1_m.7598
Mannua_Ricinus.274.nuc comp10529_c0_seq6_m.22420
Mannua_Ricinus.2740.nuc comp14434_c0_seq1_m.32496
Mannua_Ricinus.2741.nuc comp14436_c0_seq1_m.29430
Mannua_Ricinus.2742.nuc comp14436_c0_seq3_m.29431
Mannua_Ricinus.2743.nuc comp14437_c0_seq1_m.19723
Mannua_Ricinus.2744.nuc comp14439_c0_seq1_m.36417
Mannua_Ricinus.2745.nuc comp14440_c0_seq1_m.7599
Mannua_Ricinus.2746.nuc comp14441_c0_seq5_m.25303
Mannua_Ricinus.2747.nuc comp14442_c0_seq1_m.7601
Mannua_Ricinus.2748.nuc comp14444_c0_seq2_m.37721
Mannua_Ricinus.2749.nuc comp14445_c0_seq1_m.7604
Mannua_Ricinus.275.nuc comp10531_c0_seq1_m.4846
Mannua_Ricinus.2750.nuc comp14446_c1_seq1_m.26748
Mannua_Ricinus.2751.nuc comp14447_c0_seq1_m.19750
Mannua_Ricinus.2752.nuc comp14448_c0_seq1_m.35480
Mannua_Ricinus.2753.nuc comp14449_c0_seq1_m.7605
Mannua_Ricinus.2754.nuc comp14451_c0_seq1_m.7607
Mannua_Ricinus.2755.nuc comp14452_c0_seq1_m.34886
Mannua_Ricinus.2756.nuc comp14453_c0_seq1_m.7608
Mannua_Ricinus.2757.nuc comp14458_c0_seq1_m.35338
Mannua_Ricinus.2758.nuc comp14459_c0_seq1_m.7617
Mannua_Ricinus.2759.nuc comp14462_c0_seq1_m.7621
Mannua_Ricinus.276.nuc comp10532_c0_seq1_m.4847
Mannua_Ricinus.2760.nuc comp14463_c0_seq1_m.18279
Mannua_Ricinus.2761.nuc comp14465_c0_seq2_m.27321
Mannua_Ricinus.2762.nuc comp14466_c0_seq1_m.7624
Mannua_Ricinus.2763.nuc comp14469_c0_seq1_m.7626
Mannua_Ricinus.2764.nuc comp14470_c0_seq1_m.31496
Mannua_Ricinus.2765.nuc comp14471_c0_seq1_m.7627
Mannua_Ricinus.2766.nuc comp14472_c0_seq1_m.7628
Mannua_Ricinus.2767.nuc comp14474_c0_seq1_m.7629
Mannua_Ricinus.2768.nuc comp14475_c0_seq1_m.29537
Mannua_Ricinus.2769.nuc comp14476_c0_seq1_m.16610
Mannua_Ricinus.277.nuc comp10534_c0_seq1_m.4849
Mannua_Ricinus.2770.nuc comp14478_c0_seq1_m.7630
Mannua_Ricinus.2771.nuc comp14479_c0_seq1_m.32118
Mannua_Ricinus.2772.nuc comp14481_c0_seq1_m.7631
Mannua_Ricinus.2773.nuc comp14483_c0_seq1_m.7633
Mannua_Ricinus.2774.nuc comp14485_c1_seq1_m.34386
Mannua_Ricinus.2775.nuc comp14486_c0_seq1_m.20040
Mannua_Ricinus.2776.nuc comp1448_c0_seq1_m.376
Mannua_Ricinus.2777.nuc comp14490_c0_seq1_m.15835
Mannua_Ricinus.2778.nuc comp14492_c0_seq1_m.7636
Mannua_Ricinus.2779.nuc comp14493_c0_seq1_m.23880
Mannua_Ricinus.278.nuc comp10536_c0_seq2_m.17360
Mannua_Ricinus.2780.nuc comp14494_c0_seq1_m.7638
Mannua_Ricinus.2781.nuc comp14495_c0_seq1_m.7640
Mannua_Ricinus.2782.nuc comp14495_c0_seq1_m.7641
Mannua_Ricinus.2783.nuc comp14496_c0_seq1_m.7642
Mannua_Ricinus.2784.nuc comp14497_c0_seq1_m.7644
Mannua_Ricinus.2785.nuc comp14498_c0_seq1_m.26541
Mannua_Ricinus.2786.nuc comp144_c0_seq1_m.35
Mannua_Ricinus.2787.nuc comp14501_c0_seq1_m.7647
Mannua_Ricinus.2788.nuc comp14502_c0_seq1_m.29555
Mannua_Ricinus.2789.nuc comp14504_c0_seq1_m.39143
Mannua_Ricinus.279.nuc comp10537_c0_seq1_m.16067
Mannua_Ricinus.2790.nuc comp14505_c0_seq1_m.7649
Mannua_Ricinus.2791.nuc comp14507_c0_seq1_m.7652
Mannua_Ricinus.2792.nuc comp14508_c0_seq2_m.35978
Mannua_Ricinus.2793.nuc comp14509_c0_seq2_m.36803
Mannua_Ricinus.2794.nuc comp14510_c0_seq1_m.7654
Mannua_Ricinus.2795.nuc comp14511_c0_seq1_m.7655
Mannua_Ricinus.2796.nuc comp14512_c0_seq5_m.30419
Mannua_Ricinus.2797.nuc comp14514_c0_seq1_m.20566
Mannua_Ricinus.2798.nuc comp14514_c0_seq2_m.20567
Mannua_Ricinus.2799.nuc comp14516_c0_seq1_m.7656
Mannua_Ricinus.28.nuc comp10051_c0_seq1_m.4528
Mannua_Ricinus.280.nuc comp10539_c0_seq1_m.4851
Mannua_Ricinus.2800.nuc comp14517_c0_seq1_m.24242
Mannua_Ricinus.2801.nuc comp14518_c0_seq1_m.7657
Mannua_Ricinus.2802.nuc comp14520_c0_seq1_m.20822
Mannua_Ricinus.2803.nuc comp14521_c0_seq11_m.28329
Mannua_Ricinus.2804.nuc comp14522_c0_seq1_m.28401
Mannua_Ricinus.2805.nuc comp14522_c0_seq2_m.28402
Mannua_Ricinus.2806.nuc comp14523_c0_seq1_m.7659
Mannua_Ricinus.2807.nuc comp14524_c0_seq1_m.7660
Mannua_Ricinus.2808.nuc comp14525_c0_seq1_m.7662
Mannua_Ricinus.2809.nuc comp14526_c0_seq1_m.7665
Mannua_Ricinus.281.nuc comp10540_c0_seq1_m.23471
Mannua_Ricinus.2810.nuc comp14527_c0_seq1_m.7666
Mannua_Ricinus.2811.nuc comp14528_c0_seq1_m.7667
Mannua_Ricinus.2812.nuc comp14530_c0_seq1_m.7670
Mannua_Ricinus.2813.nuc comp145311_c0_seq1_m.14005
Mannua_Ricinus.2814.nuc comp14531_c0_seq1_m.7671
Mannua_Ricinus.2815.nuc comp14532_c0_seq1_m.7673
Mannua_Ricinus.2816.nuc comp14533_c0_seq1_m.7674
Mannua_Ricinus.2817.nuc comp14534_c0_seq1_m.32138
Mannua_Ricinus.2818.nuc comp14535_c0_seq1_m.7675
Mannua_Ricinus.2819.nuc comp14537_c0_seq1_m.15322
Mannua_Ricinus.282.nuc comp10541_c0_seq1_m.4852
Mannua_Ricinus.2820.nuc comp14538_c0_seq1_m.33064
Mannua_Ricinus.2821.nuc comp14539_c0_seq1_m.16573
Mannua_Ricinus.2822.nuc comp14540_c0_seq1_m.24468
Mannua_Ricinus.2823.nuc comp14541_c0_seq1_m.7678
Mannua_Ricinus.2824.nuc comp14542_c0_seq1_m.7679
Mannua_Ricinus.2825.nuc comp14543_c0_seq1_m.7681
Mannua_Ricinus.2826.nuc comp14544_c0_seq2_m.29376
Mannua_Ricinus.2827.nuc comp14544_c0_seq4_m.29378
Mannua_Ricinus.2828.nuc comp14545_c0_seq1_m.26252
Mannua_Ricinus.2829.nuc comp14546_c0_seq2_m.29352
Mannua_Ricinus.283.nuc comp10542_c0_seq1_m.4854
Mannua_Ricinus.2830.nuc comp14547_c0_seq1_m.7682
Mannua_Ricinus.2831.nuc comp14548_c0_seq1_m.7683
Mannua_Ricinus.2832.nuc comp14549_c0_seq1_m.7684
Mannua_Ricinus.2833.nuc comp14551_c0_seq1_m.22634
Mannua_Ricinus.2834.nuc comp14552_c0_seq1_m.34077
Mannua_Ricinus.2835.nuc comp14553_c0_seq1_m.37776
Mannua_Ricinus.2836.nuc comp14557_c0_seq1_m.7687
Mannua_Ricinus.2837.nuc comp14558_c1_seq1_m.28286
Mannua_Ricinus.2838.nuc comp14559_c0_seq1_m.27282
Mannua_Ricinus.2839.nuc comp14559_c1_seq1_m.27283
Mannua_Ricinus.284.nuc comp10548_c0_seq1_m.4858
Mannua_Ricinus.2840.nuc comp14561_c0_seq1_m.38304
Mannua_Ricinus.2841.nuc comp14562_c0_seq1_m.34862
Mannua_Ricinus.2842.nuc comp14563_c0_seq1_m.7688
Mannua_Ricinus.2843.nuc comp14565_c0_seq2_m.33996
Mannua_Ricinus.2844.nuc comp14567_c0_seq1_m.7690
Mannua_Ricinus.2845.nuc comp14567_c0_seq1_m.7691
Mannua_Ricinus.2846.nuc comp14568_c0_seq1_m.7692
Mannua_Ricinus.2847.nuc comp14569_c0_seq1_m.7693
Mannua_Ricinus.2848.nuc comp14570_c0_seq2_m.20518
Mannua_Ricinus.2849.nuc comp14571_c0_seq1_m.30786
Mannua_Ricinus.285.nuc comp10549_c0_seq1_m.4859
Mannua_Ricinus.2850.nuc comp14572_c0_seq1_m.29628
Mannua_Ricinus.2851.nuc comp14574_c0_seq4_m.22429
Mannua_Ricinus.2852.nuc comp14575_c0_seq4_m.22806
Mannua_Ricinus.2853.nuc comp14576_c0_seq1_m.37498
Mannua_Ricinus.2854.nuc comp14577_c0_seq1_m.7694
Mannua_Ricinus.2855.nuc comp14578_c0_seq1_m.7695
Mannua_Ricinus.2856.nuc comp14579_c0_seq1_m.7696
Mannua_Ricinus.2857.nuc comp14580_c0_seq1_m.7697
Mannua_Ricinus.2858.nuc comp14582_c0_seq2_m.18660
Mannua_Ricinus.2859.nuc comp14583_c0_seq1_m.7701
Mannua_Ricinus.286.nuc comp10550_c0_seq1_m.4860
Mannua_Ricinus.2860.nuc comp14585_c0_seq1_m.38385
Mannua_Ricinus.2861.nuc comp14585_c0_seq1_m.38386
Mannua_Ricinus.2862.nuc comp14586_c0_seq1_m.7702
Mannua_Ricinus.2863.nuc comp14587_c0_seq1_m.7703
Mannua_Ricinus.2864.nuc comp14588_c0_seq1_m.21127
Mannua_Ricinus.2865.nuc comp14589_c0_seq1_m.20052
Mannua_Ricinus.2866.nuc comp14591_c0_seq2_m.33111
Mannua_Ricinus.2867.nuc comp14593_c0_seq1_m.15836
Mannua_Ricinus.2868.nuc comp14594_c0_seq1_m.7705
Mannua_Ricinus.2869.nuc comp14595_c0_seq1_m.7707
Mannua_Ricinus.287.nuc comp10552_c0_seq1_m.18945
Mannua_Ricinus.2870.nuc comp14599_c0_seq1_m.7710
Mannua_Ricinus.2871.nuc comp14600_c1_seq1_m.23614
Mannua_Ricinus.2872.nuc comp14601_c0_seq1_m.34150
Mannua_Ricinus.2873.nuc comp14602_c0_seq1_m.31345
Mannua_Ricinus.2874.nuc comp14603_c0_seq1_m.28491
Mannua_Ricinus.2875.nuc comp14604_c0_seq1_m.32295
Mannua_Ricinus.2876.nuc comp14605_c0_seq1_m.16172
Mannua_Ricinus.2877.nuc comp14606_c0_seq1_m.7711
Mannua_Ricinus.2878.nuc comp14607_c0_seq1_m.7712
Mannua_Ricinus.2879.nuc comp14608_c1_seq1_m.30265
Mannua_Ricinus.288.nuc comp10554_c0_seq1_m.4862
Mannua_Ricinus.2880.nuc comp14610_c0_seq2_m.22037
Mannua_Ricinus.2881.nuc comp14612_c0_seq1_m.22504
Mannua_Ricinus.2882.nuc comp14613_c0_seq1_m.7714
Mannua_Ricinus.2883.nuc comp14614_c0_seq1_m.7715
Mannua_Ricinus.2884.nuc comp14615_c0_seq1_m.7716
Mannua_Ricinus.2885.nuc comp14616_c0_seq3_m.15865
Mannua_Ricinus.2886.nuc comp14618_c0_seq1_m.7718
Mannua_Ricinus.2887.nuc comp14619_c0_seq1_m.7720
Mannua_Ricinus.2888.nuc comp14620_c0_seq1_m.37515
Mannua_Ricinus.2889.nuc comp14621_c0_seq1_m.7722
Mannua_Ricinus.289.nuc comp10556_c0_seq1_m.26090
Mannua_Ricinus.2890.nuc comp14622_c0_seq1_m.7723
Mannua_Ricinus.2891.nuc comp14623_c0_seq1_m.24801
Mannua_Ricinus.2892.nuc comp14624_c0_seq1_m.7724
Mannua_Ricinus.2893.nuc comp14627_c0_seq1_m.7726
Mannua_Ricinus.2894.nuc comp14629_c0_seq2_m.34659
Mannua_Ricinus.2895.nuc comp14631_c0_seq1_m.7729
Mannua_Ricinus.2896.nuc comp14632_c0_seq1_m.23300
Mannua_Ricinus.2897.nuc comp14633_c0_seq1_m.7731
Mannua_Ricinus.2898.nuc comp14634_c0_seq1_m.7732
Mannua_Ricinus.2899.nuc comp14636_c0_seq1_m.7733
Mannua_Ricinus.29.nuc comp10052_c0_seq1_m.4529
Mannua_Ricinus.290.nuc comp10557_c0_seq1_m.4863
Mannua_Ricinus.2900.nuc comp14637_c1_seq1_m.15971
Mannua_Ricinus.2901.nuc comp14638_c0_seq1_m.23387
Mannua_Ricinus.2902.nuc comp14641_c0_seq1_m.7734
Mannua_Ricinus.2903.nuc comp14642_c0_seq1_m.7735
Mannua_Ricinus.2904.nuc comp14643_c0_seq1_m.7736
Mannua_Ricinus.2905.nuc comp14644_c0_seq1_m.7738
Mannua_Ricinus.2906.nuc comp14647_c0_seq1_m.17697
Mannua_Ricinus.2907.nuc comp14648_c0_seq2_m.37676
Mannua_Ricinus.2908.nuc comp14649_c0_seq1_m.7739
Mannua_Ricinus.2909.nuc comp14652_c0_seq1_m.7742
Mannua_Ricinus.291.nuc comp10558_c0_seq1_m.4864
Mannua_Ricinus.2910.nuc comp14654_c0_seq1_m.30780
Mannua_Ricinus.2911.nuc comp14655_c0_seq2_m.32169
Mannua_Ricinus.2912.nuc comp14656_c0_seq1_m.21969
Mannua_Ricinus.2913.nuc comp14657_c0_seq1_m.7743
Mannua_Ricinus.2914.nuc comp14659_c0_seq1_m.23870
Mannua_Ricinus.2915.nuc comp14660_c0_seq1_m.36356
Mannua_Ricinus.2916.nuc comp14661_c0_seq2_m.15897
Mannua_Ricinus.2917.nuc comp14663_c0_seq1_m.7747
Mannua_Ricinus.2918.nuc comp14664_c0_seq1_m.26492
Mannua_Ricinus.2919.nuc comp14665_c0_seq1_m.7748
Mannua_Ricinus.292.nuc comp10561_c0_seq1_m.4866
Mannua_Ricinus.2920.nuc comp14666_c0_seq1_m.25604
Mannua_Ricinus.2921.nuc comp14668_c0_seq1_m.7749
Mannua_Ricinus.2922.nuc comp14672_c0_seq1_m.7754
Mannua_Ricinus.2923.nuc comp14672_c0_seq1_m.7755
Mannua_Ricinus.2924.nuc comp14674_c0_seq1_m.37210
Mannua_Ricinus.2925.nuc comp14675_c0_seq1_m.7756
Mannua_Ricinus.2926.nuc comp14678_c0_seq2_m.27923
Mannua_Ricinus.2927.nuc comp14679_c0_seq1_m.38802
Mannua_Ricinus.2928.nuc comp14680_c0_seq1_m.7759
Mannua_Ricinus.2929.nuc comp14681_c0_seq1_m.7761
Mannua_Ricinus.293.nuc comp10562_c0_seq1_m.4868
Mannua_Ricinus.2930.nuc comp14682_c0_seq1_m.37496
Mannua_Ricinus.2931.nuc comp14685_c0_seq1_m.37497
Mannua_Ricinus.2932.nuc comp14687_c0_seq1_m.7765
Mannua_Ricinus.2933.nuc comp14691_c0_seq1_m.7767
Mannua_Ricinus.2934.nuc comp14692_c0_seq1_m.7768
Mannua_Ricinus.2935.nuc comp14693_c0_seq1_m.21428
Mannua_Ricinus.2936.nuc comp14696_c0_seq1_m.22978
Mannua_Ricinus.2937.nuc comp14697_c1_seq1_m.17538
Mannua_Ricinus.2938.nuc comp14698_c0_seq2_m.30871
Mannua_Ricinus.2939.nuc comp14699_c0_seq1_m.7770
Mannua_Ricinus.294.nuc comp10568_c0_seq1_m.4876
Mannua_Ricinus.2940.nuc comp146_c0_seq1_m.36
Mannua_Ricinus.2941.nuc comp14700_c0_seq1_m.21698
Mannua_Ricinus.2942.nuc comp14701_c0_seq1_m.7772
Mannua_Ricinus.2943.nuc comp14703_c0_seq1_m.21088
Mannua_Ricinus.2944.nuc comp14704_c0_seq2_m.20775
Mannua_Ricinus.2945.nuc comp14707_c0_seq1_m.7773
Mannua_Ricinus.2946.nuc comp14708_c0_seq1_m.7775
Mannua_Ricinus.2947.nuc comp14709_c0_seq2_m.26269
Mannua_Ricinus.2948.nuc comp14710_c0_seq2_m.21497
Mannua_Ricinus.2949.nuc comp14717_c0_seq1_m.7780
Mannua_Ricinus.295.nuc comp10569_c0_seq1_m.32889
Mannua_Ricinus.2950.nuc comp14718_c0_seq1_m.31574
Mannua_Ricinus.2951.nuc comp14719_c0_seq1_m.7782
Mannua_Ricinus.2952.nuc comp14720_c0_seq1_m.20452
Mannua_Ricinus.2953.nuc comp14721_c0_seq1_m.37489
Mannua_Ricinus.2954.nuc comp14722_c0_seq1_m.7784
Mannua_Ricinus.2955.nuc comp147242_c0_seq1_m.14059
Mannua_Ricinus.2956.nuc comp14724_c0_seq1_m.7785
Mannua_Ricinus.2957.nuc comp14726_c1_seq1_m.33035
Mannua_Ricinus.2958.nuc comp14729_c0_seq1_m.34201
Mannua_Ricinus.2959.nuc comp14731_c0_seq1_m.7788
Mannua_Ricinus.296.nuc comp10574_c0_seq1_m.4884
Mannua_Ricinus.2960.nuc comp14732_c0_seq1_m.29608
Mannua_Ricinus.2961.nuc comp14733_c0_seq1_m.7789
Mannua_Ricinus.2962.nuc comp14734_c1_seq1_m.23394
Mannua_Ricinus.2963.nuc comp14736_c0_seq1_m.7792
Mannua_Ricinus.2964.nuc comp14738_c0_seq1_m.7793
Mannua_Ricinus.2965.nuc comp14739_c0_seq1_m.7794
Mannua_Ricinus.2966.nuc comp14740_c0_seq1_m.7795
Mannua_Ricinus.2967.nuc comp14741_c0_seq1_m.23040
Mannua_Ricinus.2968.nuc comp14743_c0_seq2_m.37000
Mannua_Ricinus.2969.nuc comp14744_c0_seq1_m.7796
Mannua_Ricinus.297.nuc comp10575_c0_seq1_m.37086
Mannua_Ricinus.2970.nuc comp14746_c0_seq1_m.7799
Mannua_Ricinus.2971.nuc comp14747_c0_seq1_m.7800
Mannua_Ricinus.2972.nuc comp14748_c0_seq1_m.7801
Mannua_Ricinus.2973.nuc comp14749_c0_seq1_m.7802
Mannua_Ricinus.2974.nuc comp14754_c0_seq1_m.30978
Mannua_Ricinus.2975.nuc comp14755_c0_seq1_m.7806
Mannua_Ricinus.2976.nuc comp14756_c0_seq1_m.35436
Mannua_Ricinus.2977.nuc comp14757_c0_seq2_m.25079
Mannua_Ricinus.2978.nuc comp14758_c0_seq1_m.36450
Mannua_Ricinus.2979.nuc comp14759_c0_seq1_m.29353
Mannua_Ricinus.298.nuc comp10576_c0_seq1_m.29883
Mannua_Ricinus.2980.nuc comp14761_c0_seq1_m.30704
Mannua_Ricinus.2981.nuc comp14762_c0_seq1_m.21233
Mannua_Ricinus.2982.nuc comp14763_c0_seq2_m.31287
Mannua_Ricinus.2983.nuc comp14764_c0_seq1_m.37688
Mannua_Ricinus.2984.nuc comp14766_c0_seq1_m.22074
Mannua_Ricinus.2985.nuc comp14769_c0_seq1_m.16065
Mannua_Ricinus.2986.nuc comp14770_c0_seq1_m.7811
Mannua_Ricinus.2987.nuc comp14774_c0_seq1_m.7812
Mannua_Ricinus.2988.nuc comp14775_c0_seq1_m.38293
Mannua_Ricinus.2989.nuc comp14776_c0_seq1_m.7813
