an_ric	gene
Mannua_Ricinus.8229.nuc comp6847_c0_seq1_m.29710
Mannua_Ricinus.823.nuc comp11493_c0_seq2_m.15844
Mannua_Ricinus.8230.nuc comp6847_c0_seq2_m.29713
Mannua_Ricinus.8231.nuc comp6849_c0_seq2_m.34346
Mannua_Ricinus.8232.nuc comp6850_c0_seq1_m.2587
Mannua_Ricinus.8233.nuc comp6851_c0_seq1_m.37666
Mannua_Ricinus.8234.nuc comp6855_c0_seq2_m.28458
Mannua_Ricinus.8235.nuc comp6856_c0_seq1_m.2589
Mannua_Ricinus.8236.nuc comp6857_c0_seq1_m.2591
Mannua_Ricinus.8237.nuc comp6858_c0_seq1_m.2592
Mannua_Ricinus.8238.nuc comp685_c0_seq1_m.199
Mannua_Ricinus.8239.nuc comp6862_c0_seq1_m.2598
Mannua_Ricinus.824.nuc comp11494_c0_seq1_m.33991
Mannua_Ricinus.8240.nuc comp6864_c0_seq1_m.2601
Mannua_Ricinus.8241.nuc comp6869_c0_seq1_m.2604
Mannua_Ricinus.8242.nuc comp68704_c0_seq1_m.12004
Mannua_Ricinus.8243.nuc comp6870_c0_seq2_m.25667
Mannua_Ricinus.8244.nuc comp6871_c0_seq1_m.2606
Mannua_Ricinus.8245.nuc comp68743_c0_seq1_m.12005
Mannua_Ricinus.8246.nuc comp6874_c0_seq1_m.2608
Mannua_Ricinus.8247.nuc comp6878_c0_seq1_m.2609
Mannua_Ricinus.8248.nuc comp687_c0_seq1_m.200
Mannua_Ricinus.8249.nuc comp6881_c0_seq1_m.2610
Mannua_Ricinus.825.nuc comp11495_c0_seq1_m.5475
Mannua_Ricinus.8250.nuc comp6884_c0_seq1_m.15855
Mannua_Ricinus.8251.nuc comp6888_c0_seq1_m.2616
Mannua_Ricinus.8252.nuc comp6892_c0_seq1_m.2619
Mannua_Ricinus.8253.nuc comp6893_c0_seq1_m.2620
Mannua_Ricinus.8254.nuc comp6897_c0_seq2_m.28262
Mannua_Ricinus.8255.nuc comp6901_c0_seq1_m.2623
Mannua_Ricinus.8256.nuc comp6905_c1_seq1_m.38141
Mannua_Ricinus.8257.nuc comp6907_c0_seq1_m.2627
Mannua_Ricinus.8258.nuc comp6910_c0_seq1_m.2628
Mannua_Ricinus.8259.nuc comp6913_c0_seq1_m.2631
Mannua_Ricinus.826.nuc comp11499_c0_seq1_m.18276
Mannua_Ricinus.8260.nuc comp6915_c0_seq1_m.2633
Mannua_Ricinus.8261.nuc comp6918_c0_seq1_m.2637
Mannua_Ricinus.8262.nuc comp6919_c0_seq1_m.17023
Mannua_Ricinus.8263.nuc comp6921_c0_seq1_m.2638
Mannua_Ricinus.8264.nuc comp6922_c0_seq1_m.2639
Mannua_Ricinus.8265.nuc comp6923_c0_seq1_m.2640
Mannua_Ricinus.8266.nuc comp6937_c0_seq1_m.2648
Mannua_Ricinus.8267.nuc comp6938_c0_seq1_m.21792
Mannua_Ricinus.8268.nuc comp6941_c0_seq1_m.2649
Mannua_Ricinus.8269.nuc comp6943_c0_seq1_m.2651
Mannua_Ricinus.827.nuc comp11500_c0_seq1_m.20793
Mannua_Ricinus.8270.nuc comp6944_c0_seq1_m.2652
Mannua_Ricinus.8271.nuc comp6945_c0_seq1_m.2654
Mannua_Ricinus.8272.nuc comp69482_c0_seq1_m.12011
Mannua_Ricinus.8273.nuc comp6956_c0_seq1_m.2659
Mannua_Ricinus.8274.nuc comp6957_c0_seq1_m.2660
Mannua_Ricinus.8275.nuc comp69596_c0_seq1_m.12013
Mannua_Ricinus.8276.nuc comp6962_c0_seq1_m.2661
Mannua_Ricinus.8277.nuc comp6963_c0_seq1_m.34439
Mannua_Ricinus.8278.nuc comp6966_c0_seq1_m.2663
Mannua_Ricinus.8279.nuc comp6967_c0_seq1_m.23972
Mannua_Ricinus.828.nuc comp11502_c0_seq1_m.5479
Mannua_Ricinus.8280.nuc comp6969_c0_seq1_m.2665
Mannua_Ricinus.8281.nuc comp6973_c0_seq1_m.16010
Mannua_Ricinus.8282.nuc comp6975_c0_seq1_m.2667
Mannua_Ricinus.8283.nuc comp6977_c0_seq3_m.22789
Mannua_Ricinus.8284.nuc comp6982_c0_seq1_m.2669
Mannua_Ricinus.8285.nuc comp6983_c0_seq1_m.2670
Mannua_Ricinus.8286.nuc comp6985_c0_seq1_m.2671
Mannua_Ricinus.8287.nuc comp6988_c0_seq1_m.16425
Mannua_Ricinus.8288.nuc comp69979_c0_seq1_m.12017
Mannua_Ricinus.8289.nuc comp6998_c0_seq1_m.17880
Mannua_Ricinus.829.nuc comp11503_c0_seq1_m.5481
Mannua_Ricinus.8290.nuc comp7001_c1_seq1_m.27220
Mannua_Ricinus.8291.nuc comp70028_c0_seq1_m.12019
Mannua_Ricinus.8292.nuc comp70030_c0_seq1_m.12021
Mannua_Ricinus.8293.nuc comp7003_c0_seq1_m.2672
Mannua_Ricinus.8294.nuc comp7007_c0_seq1_m.2674
Mannua_Ricinus.8295.nuc comp7009_c0_seq1_m.2676
Mannua_Ricinus.8296.nuc comp7011_c0_seq1_m.2677
Mannua_Ricinus.8297.nuc comp70144_c0_seq1_m.12026
Mannua_Ricinus.8298.nuc comp7016_c1_seq1_m.27336
Mannua_Ricinus.8299.nuc comp7019_c0_seq1_m.2683
Mannua_Ricinus.83.nuc comp10185_c0_seq1_m.4613
Mannua_Ricinus.830.nuc comp11507_c0_seq1_m.5486
Mannua_Ricinus.8300.nuc comp7022_c1_seq1_m.37137
Mannua_Ricinus.8301.nuc comp7023_c0_seq1_m.2684
Mannua_Ricinus.8302.nuc comp70242_c0_seq1_m.12027
Mannua_Ricinus.8303.nuc comp7024_c0_seq1_m.21718
Mannua_Ricinus.8304.nuc comp70271_c0_seq1_m.12031
Mannua_Ricinus.8305.nuc comp7027_c0_seq1_m.2686
Mannua_Ricinus.8306.nuc comp7029_c0_seq1_m.2687
Mannua_Ricinus.8307.nuc comp702_c0_seq1_m.204
Mannua_Ricinus.8308.nuc comp70318_c0_seq1_m.12034
Mannua_Ricinus.8309.nuc comp7031_c0_seq1_m.2688
Mannua_Ricinus.831.nuc comp11508_c0_seq2_m.36043
Mannua_Ricinus.8310.nuc comp7032_c0_seq1_m.2691
Mannua_Ricinus.8311.nuc comp7036_c0_seq1_m.29336
Mannua_Ricinus.8312.nuc comp7046_c0_seq1_m.2699
Mannua_Ricinus.8313.nuc comp7048_c0_seq1_m.2700
Mannua_Ricinus.8314.nuc comp70493_c0_seq1_m.12041
Mannua_Ricinus.8315.nuc comp7054_c0_seq1_m.2705
Mannua_Ricinus.8316.nuc comp7056_c0_seq1_m.31487
Mannua_Ricinus.8317.nuc comp7057_c0_seq1_m.2707
Mannua_Ricinus.8318.nuc comp70633_c0_seq1_m.12046
Mannua_Ricinus.8319.nuc comp7066_c1_seq1_m.28270
Mannua_Ricinus.832.nuc comp11509_c0_seq1_m.5488
Mannua_Ricinus.8320.nuc comp7068_c0_seq4_m.19429
Mannua_Ricinus.8321.nuc comp7069_c0_seq1_m.2713
Mannua_Ricinus.8322.nuc comp7070_c0_seq1_m.22580
Mannua_Ricinus.8323.nuc comp70759_c0_seq1_m.12052
Mannua_Ricinus.8324.nuc comp7076_c0_seq1_m.2716
Mannua_Ricinus.8325.nuc comp7078_c0_seq1_m.2717
Mannua_Ricinus.8326.nuc comp7079_c0_seq1_m.2718
Mannua_Ricinus.8327.nuc comp7081_c0_seq1_m.2720
Mannua_Ricinus.8328.nuc comp70828_c0_seq1_m.12054
Mannua_Ricinus.8329.nuc comp7082_c0_seq1_m.2721
Mannua_Ricinus.833.nuc comp11510_c0_seq1_m.35732
Mannua_Ricinus.8330.nuc comp7083_c0_seq1_m.19304
Mannua_Ricinus.8331.nuc comp7084_c0_seq1_m.20290
Mannua_Ricinus.8332.nuc comp7087_c0_seq1_m.2723
Mannua_Ricinus.8333.nuc comp7088_c0_seq1_m.2724
Mannua_Ricinus.8334.nuc comp7089_c0_seq1_m.2725
Mannua_Ricinus.8335.nuc comp7091_c0_seq1_m.2727
Mannua_Ricinus.8336.nuc comp7096_c0_seq1_m.2734
Mannua_Ricinus.8337.nuc comp7098_c0_seq1_m.2736
Mannua_Ricinus.8338.nuc comp7099_c0_seq1_m.2737
Mannua_Ricinus.8339.nuc comp7100_c0_seq1_m.2738
Mannua_Ricinus.834.nuc comp11511_c0_seq1_m.5489
Mannua_Ricinus.8340.nuc comp7101_c0_seq1_m.2739
Mannua_Ricinus.8341.nuc comp7102_c0_seq1_m.2740
Mannua_Ricinus.8342.nuc comp7103_c0_seq1_m.2741
Mannua_Ricinus.8343.nuc comp7108_c0_seq1_m.2742
Mannua_Ricinus.8344.nuc comp7109_c0_seq1_m.2743
Mannua_Ricinus.8345.nuc comp7111_c0_seq1_m.2744
Mannua_Ricinus.8346.nuc comp7112_c0_seq1_m.2745
Mannua_Ricinus.8347.nuc comp7113_c0_seq1_m.2746
Mannua_Ricinus.8348.nuc comp7118_c0_seq1_m.38264
Mannua_Ricinus.8349.nuc comp7120_c0_seq1_m.2748
Mannua_Ricinus.835.nuc comp11512_c0_seq1_m.5492
Mannua_Ricinus.8350.nuc comp7126_c0_seq1_m.29693
Mannua_Ricinus.8351.nuc comp7131_c0_seq1_m.38153
Mannua_Ricinus.8352.nuc comp71328_c0_seq1_m.12063
Mannua_Ricinus.8353.nuc comp71348_c0_seq1_m.12065
Mannua_Ricinus.8354.nuc comp7136_c0_seq1_m.2756
Mannua_Ricinus.8355.nuc comp7137_c0_seq1_m.2758
Mannua_Ricinus.8356.nuc comp7141_c0_seq1_m.35767
Mannua_Ricinus.8357.nuc comp7142_c0_seq1_m.38220
Mannua_Ricinus.8358.nuc comp7145_c0_seq1_m.2762
Mannua_Ricinus.8359.nuc comp7151_c0_seq1_m.2765
Mannua_Ricinus.836.nuc comp11515_c0_seq1_m.5496
Mannua_Ricinus.8360.nuc comp7156_c0_seq1_m.2768
Mannua_Ricinus.8361.nuc comp7162_c0_seq1_m.26077
Mannua_Ricinus.8362.nuc comp7165_c0_seq1_m.22971
Mannua_Ricinus.8363.nuc comp71674_c0_seq1_m.12074
Mannua_Ricinus.8364.nuc comp71677_c0_seq1_m.12075
Mannua_Ricinus.8365.nuc comp7170_c0_seq1_m.2775
Mannua_Ricinus.8366.nuc comp7175_c0_seq1_m.2776
Mannua_Ricinus.8367.nuc comp71765_c0_seq1_m.12078
Mannua_Ricinus.8368.nuc comp7176_c0_seq1_m.2778
Mannua_Ricinus.8369.nuc comp7177_c0_seq1_m.2779
Mannua_Ricinus.837.nuc comp11517_c0_seq1_m.5497
Mannua_Ricinus.8370.nuc comp7179_c0_seq1_m.2781
Mannua_Ricinus.8371.nuc comp7180_c0_seq1_m.2782
Mannua_Ricinus.8372.nuc comp7184_c1_seq1_m.33364
Mannua_Ricinus.8373.nuc comp71864_c0_seq1_m.12081
Mannua_Ricinus.8374.nuc comp7196_c0_seq1_m.18576
Mannua_Ricinus.8375.nuc comp7196_c0_seq1_m.18577
Mannua_Ricinus.8376.nuc comp7198_c0_seq1_m.18321
Mannua_Ricinus.8377.nuc comp7200_c0_seq1_m.2793
Mannua_Ricinus.8378.nuc comp7201_c0_seq1_m.19975
Mannua_Ricinus.8379.nuc comp7204_c0_seq1_m.29130
Mannua_Ricinus.838.nuc comp11518_c0_seq1_m.15547
Mannua_Ricinus.8380.nuc comp7205_c0_seq1_m.28283
Mannua_Ricinus.8381.nuc comp7210_c0_seq1_m.23516
Mannua_Ricinus.8382.nuc comp7211_c0_seq1_m.36316
Mannua_Ricinus.8383.nuc comp7219_c0_seq1_m.2801
Mannua_Ricinus.8384.nuc comp7220_c0_seq1_m.2802
Mannua_Ricinus.8385.nuc comp7222_c1_seq1_m.29523
Mannua_Ricinus.8386.nuc comp7224_c0_seq1_m.2806
Mannua_Ricinus.8387.nuc comp7230_c0_seq2_m.17900
Mannua_Ricinus.8388.nuc comp72344_c0_seq1_m.12088
Mannua_Ricinus.8389.nuc comp7234_c0_seq2_m.33162
Mannua_Ricinus.839.nuc comp11518_c0_seq3_m.15551
Mannua_Ricinus.8390.nuc comp7237_c0_seq1_m.16798
Mannua_Ricinus.8391.nuc comp7242_c0_seq1_m.2812
Mannua_Ricinus.8392.nuc comp7243_c0_seq1_m.31037
Mannua_Ricinus.8393.nuc comp7244_c0_seq1_m.2813
Mannua_Ricinus.8394.nuc comp7251_c0_seq1_m.2817
Mannua_Ricinus.8395.nuc comp7252_c0_seq1_m.27171
Mannua_Ricinus.8396.nuc comp7253_c0_seq1_m.2819
Mannua_Ricinus.8397.nuc comp7255_c0_seq1_m.2821
Mannua_Ricinus.8398.nuc comp7256_c0_seq1_m.2822
Mannua_Ricinus.8399.nuc comp7264_c0_seq1_m.2825
Mannua_Ricinus.84.nuc comp10186_c0_seq1_m.4614
Mannua_Ricinus.840.nuc comp11520_c0_seq1_m.5498
Mannua_Ricinus.8400.nuc comp7270_c0_seq1_m.2828
Mannua_Ricinus.8401.nuc comp7276_c0_seq1_m.2832
Mannua_Ricinus.8402.nuc comp7282_c0_seq1_m.2836
Mannua_Ricinus.8403.nuc comp7283_c0_seq1_m.19245
Mannua_Ricinus.8404.nuc comp7285_c0_seq1_m.2837
Mannua_Ricinus.8405.nuc comp7286_c0_seq1_m.2838
Mannua_Ricinus.8406.nuc comp7287_c0_seq1_m.2839
Mannua_Ricinus.8407.nuc comp7290_c0_seq1_m.2841
Mannua_Ricinus.8408.nuc comp7291_c0_seq1_m.2842
Mannua_Ricinus.8409.nuc comp7292_c0_seq1_m.2844
Mannua_Ricinus.841.nuc comp11522_c0_seq1_m.5501
Mannua_Ricinus.8410.nuc comp7293_c0_seq1_m.26571
Mannua_Ricinus.8411.nuc comp7294_c0_seq1_m.2845
Mannua_Ricinus.8412.nuc comp7296_c0_seq1_m.2850
Mannua_Ricinus.8413.nuc comp7298_c0_seq1_m.2853
Mannua_Ricinus.8414.nuc comp73006_c0_seq1_m.12098
Mannua_Ricinus.8415.nuc comp7301_c0_seq1_m.2856
Mannua_Ricinus.8416.nuc comp73042_c0_seq1_m.12100
Mannua_Ricinus.8417.nuc comp73051_c0_seq1_m.12102
Mannua_Ricinus.8418.nuc comp7306_c0_seq3_m.38733
Mannua_Ricinus.8419.nuc comp7308_c0_seq1_m.33039
Mannua_Ricinus.842.nuc comp11523_c0_seq1_m.5502
Mannua_Ricinus.8420.nuc comp73091_c0_seq1_m.12105
Mannua_Ricinus.8421.nuc comp73092_c0_seq1_m.12106
Mannua_Ricinus.8422.nuc comp7310_c0_seq2_m.29042
Mannua_Ricinus.8423.nuc comp7311_c0_seq1_m.2861
Mannua_Ricinus.8424.nuc comp73130_c0_seq1_m.12109
Mannua_Ricinus.8425.nuc comp7313_c0_seq1_m.2862
Mannua_Ricinus.8426.nuc comp7314_c1_seq2_m.35950
Mannua_Ricinus.8427.nuc comp73168_c0_seq1_m.12110
Mannua_Ricinus.8428.nuc comp73181_c0_seq1_m.12111
Mannua_Ricinus.8429.nuc comp73198_c0_seq1_m.12112
Mannua_Ricinus.843.nuc comp11528_c0_seq1_m.5505
Mannua_Ricinus.8430.nuc comp73225_c0_seq1_m.12114
Mannua_Ricinus.8431.nuc comp7323_c0_seq1_m.2867
Mannua_Ricinus.8432.nuc comp7324_c0_seq1_m.2868
Mannua_Ricinus.8433.nuc comp7325_c0_seq1_m.2869
Mannua_Ricinus.8434.nuc comp7326_c0_seq2_m.23693
Mannua_Ricinus.8435.nuc comp7329_c0_seq1_m.2870
Mannua_Ricinus.8436.nuc comp73313_c0_seq1_m.12115
Mannua_Ricinus.8437.nuc comp7331_c0_seq1_m.2871
Mannua_Ricinus.8438.nuc comp73339_c0_seq1_m.12116
Mannua_Ricinus.8439.nuc comp7335_c0_seq1_m.2875
Mannua_Ricinus.844.nuc comp115298_c0_seq1_m.13306
Mannua_Ricinus.8440.nuc comp7355_c0_seq1_m.2888
Mannua_Ricinus.8441.nuc comp7357_c0_seq1_m.2890
Mannua_Ricinus.8442.nuc comp7359_c0_seq1_m.2892
Mannua_Ricinus.8443.nuc comp7361_c0_seq1_m.2893
Mannua_Ricinus.8444.nuc comp73683_c0_seq1_m.12127
Mannua_Ricinus.8445.nuc comp7368_c0_seq1_m.26324
Mannua_Ricinus.8446.nuc comp7371_c0_seq1_m.2901
Mannua_Ricinus.8447.nuc comp73724_c0_seq1_m.12129
Mannua_Ricinus.8448.nuc comp7377_c0_seq1_m.2904
Mannua_Ricinus.8449.nuc comp7378_c0_seq1_m.18462
Mannua_Ricinus.845.nuc comp11529_c0_seq1_m.16396
Mannua_Ricinus.8450.nuc comp7379_c0_seq1_m.38918
Mannua_Ricinus.8451.nuc comp73808_c0_seq1_m.12130
Mannua_Ricinus.8452.nuc comp7380_c0_seq1_m.30900
Mannua_Ricinus.8453.nuc comp7382_c0_seq1_m.2906
Mannua_Ricinus.8454.nuc comp73836_c0_seq1_m.12133
Mannua_Ricinus.8455.nuc comp7388_c0_seq1_m.2910
Mannua_Ricinus.8456.nuc comp73901_c0_seq1_m.12136
Mannua_Ricinus.8457.nuc comp7391_c0_seq1_m.2912
Mannua_Ricinus.8458.nuc comp7393_c0_seq1_m.2913
Mannua_Ricinus.8459.nuc comp73942_c0_seq1_m.12138
Mannua_Ricinus.846.nuc comp11530_c0_seq1_m.5506
Mannua_Ricinus.8460.nuc comp7395_c0_seq1_m.2916
Mannua_Ricinus.8461.nuc comp73961_c0_seq1_m.12141
Mannua_Ricinus.8462.nuc comp73967_c0_seq1_m.12142
Mannua_Ricinus.8463.nuc comp73986_c0_seq1_m.12143
Mannua_Ricinus.8464.nuc comp7399_c0_seq1_m.36136
Mannua_Ricinus.8465.nuc comp7403_c0_seq1_m.15733
Mannua_Ricinus.8466.nuc comp7404_c0_seq1_m.2918
Mannua_Ricinus.8467.nuc comp7405_c0_seq1_m.2920
Mannua_Ricinus.8468.nuc comp74110_c0_seq1_m.12145
Mannua_Ricinus.8469.nuc comp7411_c0_seq1_m.2925
Mannua_Ricinus.847.nuc comp11532_c0_seq1_m.21658
Mannua_Ricinus.8470.nuc comp74165_c0_seq1_m.12148
Mannua_Ricinus.8471.nuc comp7431_c0_seq1_m.2938
Mannua_Ricinus.8472.nuc comp7436_c0_seq1_m.2939
Mannua_Ricinus.8473.nuc comp7437_c0_seq1_m.30548
Mannua_Ricinus.8474.nuc comp7439_c0_seq1_m.31135
Mannua_Ricinus.8475.nuc comp7443_c0_seq1_m.2941
Mannua_Ricinus.8476.nuc comp7444_c0_seq2_m.26246
Mannua_Ricinus.8477.nuc comp7449_c0_seq1_m.25384
Mannua_Ricinus.8478.nuc comp7451_c0_seq1_m.2951
Mannua_Ricinus.8479.nuc comp7453_c0_seq1_m.30395
Mannua_Ricinus.848.nuc comp11533_c0_seq1_m.35525
Mannua_Ricinus.8480.nuc comp7456_c0_seq1_m.2953
Mannua_Ricinus.8481.nuc comp7458_c0_seq1_m.2954
Mannua_Ricinus.8482.nuc comp7461_c0_seq1_m.2956
Mannua_Ricinus.8483.nuc comp7464_c0_seq2_m.16932
Mannua_Ricinus.8484.nuc comp7466_c0_seq1_m.2959
Mannua_Ricinus.8485.nuc comp7469_c0_seq1_m.37699
Mannua_Ricinus.8486.nuc comp7470_c0_seq1_m.2961
Mannua_Ricinus.8487.nuc comp7482_c0_seq1_m.2968
Mannua_Ricinus.8488.nuc comp7485_c0_seq1_m.19660
Mannua_Ricinus.8489.nuc comp7486_c0_seq1_m.29244
Mannua_Ricinus.849.nuc comp11535_c0_seq1_m.20011
Mannua_Ricinus.8490.nuc comp7489_c0_seq1_m.2969
Mannua_Ricinus.8491.nuc comp7498_c0_seq1_m.2976
Mannua_Ricinus.8492.nuc comp7501_c0_seq1_m.2978
Mannua_Ricinus.8493.nuc comp7503_c0_seq2_m.37644
Mannua_Ricinus.8494.nuc comp7505_c0_seq3_m.23095
Mannua_Ricinus.8495.nuc comp7506_c0_seq1_m.36775
Mannua_Ricinus.8496.nuc comp7509_c0_seq1_m.2980
Mannua_Ricinus.8497.nuc comp7512_c0_seq1_m.30699
Mannua_Ricinus.8498.nuc comp7513_c0_seq1_m.23959
Mannua_Ricinus.8499.nuc comp7514_c0_seq1_m.2982
Mannua_Ricinus.85.nuc comp10191_c0_seq1_m.4618
Mannua_Ricinus.850.nuc comp11535_c1_seq1_m.20012
Mannua_Ricinus.8500.nuc comp7519_c0_seq1_m.2984
Mannua_Ricinus.8501.nuc comp7522_c0_seq1_m.2986
Mannua_Ricinus.8502.nuc comp7523_c0_seq3_m.26070
Mannua_Ricinus.8503.nuc comp7524_c0_seq1_m.2987
Mannua_Ricinus.8504.nuc comp7534_c0_seq1_m.2995
Mannua_Ricinus.8505.nuc comp7536_c0_seq1_m.2997
Mannua_Ricinus.8506.nuc comp7542_c0_seq1_m.3001
Mannua_Ricinus.8507.nuc comp75432_c0_seq1_m.12168
Mannua_Ricinus.8508.nuc comp7548_c0_seq1_m.3006
Mannua_Ricinus.8509.nuc comp7551_c0_seq1_m.20491
Mannua_Ricinus.851.nuc comp11536_c0_seq1_m.5510
Mannua_Ricinus.8510.nuc comp7558_c0_seq2_m.32089
Mannua_Ricinus.8511.nuc comp75631_c0_seq1_m.12171
Mannua_Ricinus.8512.nuc comp7563_c0_seq1_m.21771
Mannua_Ricinus.8513.nuc comp7565_c0_seq1_m.3012
Mannua_Ricinus.8514.nuc comp75702_c0_seq1_m.12172
Mannua_Ricinus.8515.nuc comp75746_c0_seq1_m.12174
Mannua_Ricinus.8516.nuc comp7576_c0_seq1_m.20005
Mannua_Ricinus.8517.nuc comp7577_c0_seq2_m.16088
Mannua_Ricinus.8518.nuc comp7579_c0_seq1_m.15569
Mannua_Ricinus.8519.nuc comp7588_c0_seq1_m.3022
Mannua_Ricinus.852.nuc comp11539_c0_seq1_m.5511
Mannua_Ricinus.8520.nuc comp7589_c0_seq1_m.3024
Mannua_Ricinus.8521.nuc comp7594_c0_seq1_m.3025
Mannua_Ricinus.8522.nuc comp7598_c0_seq1_m.3028
Mannua_Ricinus.8523.nuc comp7609_c0_seq1_m.34765
Mannua_Ricinus.8524.nuc comp7612_c0_seq1_m.3034
Mannua_Ricinus.8525.nuc comp7617_c0_seq1_m.3035
Mannua_Ricinus.8526.nuc comp76195_c0_seq1_m.12179
Mannua_Ricinus.8527.nuc comp7624_c0_seq1_m.3041
Mannua_Ricinus.8528.nuc comp76266_c0_seq1_m.12184
Mannua_Ricinus.8529.nuc comp7626_c0_seq2_m.29734
Mannua_Ricinus.853.nuc comp115419_c0_seq1_m.13308
Mannua_Ricinus.8530.nuc comp7631_c0_seq1_m.3048
Mannua_Ricinus.8531.nuc comp7632_c0_seq2_m.26261
Mannua_Ricinus.8532.nuc comp7633_c0_seq1_m.33781
Mannua_Ricinus.8533.nuc comp7634_c0_seq1_m.3049
Mannua_Ricinus.8534.nuc comp76354_c0_seq1_m.12189
Mannua_Ricinus.8535.nuc comp7638_c0_seq1_m.38799
Mannua_Ricinus.8536.nuc comp7644_c0_seq1_m.3054
Mannua_Ricinus.8537.nuc comp7650_c0_seq1_m.3059
Mannua_Ricinus.8538.nuc comp76535_c0_seq1_m.12199
Mannua_Ricinus.8539.nuc comp7653_c0_seq1_m.36264
Mannua_Ricinus.854.nuc comp11541_c0_seq1_m.5512
Mannua_Ricinus.8540.nuc comp76638_c0_seq1_m.12204
Mannua_Ricinus.8541.nuc comp7663_c0_seq1_m.3063
Mannua_Ricinus.8542.nuc comp7665_c0_seq4_m.23728
Mannua_Ricinus.8543.nuc comp7666_c0_seq1_m.22515
Mannua_Ricinus.8544.nuc comp7669_c0_seq1_m.16163
Mannua_Ricinus.8545.nuc comp7671_c0_seq1_m.3068
Mannua_Ricinus.8546.nuc comp7673_c0_seq1_m.3070
Mannua_Ricinus.8547.nuc comp7674_c0_seq1_m.3071
Mannua_Ricinus.8548.nuc comp7675_c0_seq1_m.3073
Mannua_Ricinus.8549.nuc comp7677_c0_seq1_m.18540
Mannua_Ricinus.855.nuc comp11542_c0_seq1_m.5514
Mannua_Ricinus.8550.nuc comp76814_c0_seq1_m.12213
Mannua_Ricinus.8551.nuc comp7681_c0_seq1_m.3075
Mannua_Ricinus.8552.nuc comp7682_c0_seq1_m.3076
Mannua_Ricinus.8553.nuc comp76837_c0_seq1_m.12214
Mannua_Ricinus.8554.nuc comp7683_c0_seq1_m.3077
Mannua_Ricinus.8555.nuc comp7686_c0_seq1_m.3079
Mannua_Ricinus.8556.nuc comp76873_c0_seq1_m.12217
Mannua_Ricinus.8557.nuc comp768_c0_seq1_m.214
Mannua_Ricinus.8558.nuc comp76908_c0_seq1_m.12219
Mannua_Ricinus.8559.nuc comp7691_c0_seq1_m.3083
Mannua_Ricinus.856.nuc comp11544_c0_seq1_m.5517
Mannua_Ricinus.8560.nuc comp7698_c0_seq1_m.3086
Mannua_Ricinus.8561.nuc comp7699_c0_seq1_m.36648
Mannua_Ricinus.8562.nuc comp76_c0_seq1_m.30929
Mannua_Ricinus.8563.nuc comp7701_c0_seq1_m.3087
Mannua_Ricinus.8564.nuc comp7702_c1_seq1_m.20027
Mannua_Ricinus.8565.nuc comp7703_c0_seq1_m.16620
Mannua_Ricinus.8566.nuc comp77064_c0_seq1_m.12224
Mannua_Ricinus.8567.nuc comp7706_c0_seq1_m.33909
Mannua_Ricinus.8568.nuc comp7709_c0_seq1_m.16187
Mannua_Ricinus.8569.nuc comp7709_c0_seq2_m.16188
Mannua_Ricinus.857.nuc comp11545_c0_seq1_m.23483
Mannua_Ricinus.8570.nuc comp77129_c0_seq1_m.12226
Mannua_Ricinus.8571.nuc comp7712_c0_seq1_m.3092
Mannua_Ricinus.8572.nuc comp7715_c0_seq1_m.3098
Mannua_Ricinus.8573.nuc comp77165_c0_seq1_m.12230
Mannua_Ricinus.8574.nuc comp7717_c0_seq1_m.3099
Mannua_Ricinus.8575.nuc comp7722_c0_seq1_m.3101
Mannua_Ricinus.8576.nuc comp7724_c0_seq1_m.21881
Mannua_Ricinus.8577.nuc comp7727_c0_seq1_m.3104
Mannua_Ricinus.8578.nuc comp7730_c0_seq1_m.3108
Mannua_Ricinus.8579.nuc comp7737_c0_seq1_m.3111
Mannua_Ricinus.858.nuc comp11546_c0_seq1_m.5518
Mannua_Ricinus.8580.nuc comp7738_c0_seq1_m.3112
Mannua_Ricinus.8581.nuc comp7739_c0_seq1_m.3113
Mannua_Ricinus.8582.nuc comp7745_c0_seq2_m.33802
Mannua_Ricinus.8583.nuc comp7746_c0_seq1_m.19056
Mannua_Ricinus.8584.nuc comp7747_c0_seq1_m.21180
Mannua_Ricinus.8585.nuc comp7752_c0_seq1_m.27036
Mannua_Ricinus.8586.nuc comp7754_c0_seq1_m.3115
Mannua_Ricinus.8587.nuc comp7756_c0_seq1_m.3117
Mannua_Ricinus.8588.nuc comp7758_c0_seq1_m.3119
Mannua_Ricinus.8589.nuc comp775_c0_seq1_m.218
Mannua_Ricinus.859.nuc comp11550_c0_seq1_m.5520
Mannua_Ricinus.8590.nuc comp7761_c0_seq1_m.3121
Mannua_Ricinus.8591.nuc comp7762_c0_seq1_m.3122
Mannua_Ricinus.8592.nuc comp7763_c0_seq2_m.24804
Mannua_Ricinus.8593.nuc comp7764_c0_seq1_m.3124
Mannua_Ricinus.8594.nuc comp7766_c0_seq1_m.3128
Mannua_Ricinus.8595.nuc comp7767_c0_seq1_m.3130
Mannua_Ricinus.8596.nuc comp7771_c0_seq1_m.3132
Mannua_Ricinus.8597.nuc comp7772_c0_seq1_m.3133
Mannua_Ricinus.8598.nuc comp7777_c0_seq2_m.27752
Mannua_Ricinus.8599.nuc comp7778_c0_seq1_m.3139
Mannua_Ricinus.86.nuc comp10193_c0_seq1_m.23406
Mannua_Ricinus.860.nuc comp11551_c0_seq1_m.5521
